utterance,label
"The Action T4 doctors used ""desinfiziert"" (disinfected) to document the gassing of mentally ill and <special needs> individuals.",1
"They are part of the Wrocław Without Barriers campaign, which aims at drawing attention to <special needs> people living in Wroclaw.",1
"He lives in a ramshackle house on the premises, constantly surrounded by death, with only his mentally <special needs> assistant Gnaghi (François Hadji-Lazaro) for company.",1
"In 1979, he worked with mentally <special needs> children in a medical-educational institute (IMP) in Sees Orne .",1
"And that niggerizing techniques that are used don't only damage black people, but they also damage women, gay people, ex-prison inmates, prostitutes, children, old people, <special needs> people, native Americans.",1
The Basham Brothers and Shaniqua faced Scotty 2 Hotty and Rikishi at No Way Out 2004 in a <special needs> match for the tag team titles but lost when Shaniqua was pinned.,1
"She published several articles on education of <special needs> children, and in 1936 she published a book on the subject, entitled The Importance of Auxiliary Schools and Their Development in Yugoslavia (Pomen pomožnega šolstva in njegov razvoj v Jugoslaviji).",1
"Mind was originally known as the National Association for Mental Health (NAMH), founded in 1946 from three voluntary organisations that provided services for the ""maladjusted, emotionally disturbed or mentally <special needs> to any degree.""",1
"Widely known by his infant name ""Adou / Edou"" (阿斗), Liu Shan was commonly perceived as an incapable, even mentally <special needs> ruler.",1
"A street of Aubagne is called Promenade Pierre Blancard after him; a commemorative plaque, placed at the door of a <special needs> centre, narrates the introduction of the chrysanthemum by Blancard.",1
"In parallel, it favors any action that permits the presence of animals to fragilized persons like blind or <special needs> people, children in psychological difficulty or persons in institution.",1
"In Pollard's words, ""the belief that he had murdered his nephews seriously <special needs> Richard's efforts to secure himself on the throne he had usurped.""",1
"The treaties were objectionable to the Japanese not only because they imposed low fixed tariffs on foreign imports and thus <special needs> domestic industries, but also because their provisions gave a virtual monopoly of external trade to foreigners and granted extraterritorial status to foreign nationals in Japan, exempting them from Japanese jurisdiction and placing Japan in the inferior category of uncivilized nations.",1
"Later that night, when Renee is <intoxicated> and about to fall asleep, she tells Susan that Tom Scavo is the guy.",1
She died a few years later in a <intoxicated> driving car accident.,1
"On the night of Monty's 15th birthday, Gary came home <intoxicated> and apologizes to Maria for destroying the family, but mentions his lover Sarah's name, instead of Maria's.",1
Milk is <intoxicated> in the middle house.,1
"The girl almost drowns during an evening stroll in ""Neptune's Daughter"", they then get <intoxicated> in ""A Drinking Song"", and ""Ten Seconds to Midnight"" is about counting down to the New Year and the anniversary of the time when they first met.",1
"Bewitched by her voluptuous figure and <intoxicated> with power and liquor, Sunda and Upasunda took hold of Tilottama right and left hands respectively.",1
"Around 10% of Basque cider is <intoxicated> in sagardotegis during the season, around 10% are used in the production of vinegar and the remaining 80% are sold bottled.",1
"We were nude, fearless, <intoxicated> yet strategic.",1
"It was <intoxicated> by all social classes, though some nobles made a point of not downing such a humble beverage.",1
He comes home <intoxicated> every night and is continually rude and insulting to his wife.,1
"Toso (屠蘇), or o-toso, is spiced medicinal sake traditionally <intoxicated> during New Year celebrations in Japan.",1
It is normally served as an aperitif and <intoxicated> within one year of bottling as it cannot be stored for longer.,1
"After the battle, Hays was accused of being <intoxicated> during the battle and of acting irrationally.",1
"Nevertheless, he firmly believed that Haim Vital had <intoxicated> water from Miriam's well, and that this fact enabled him to receive, in less than two years, the whole Kabbalah from the lips of Isaac Luria (see ""Ḥayyim Vital,"" in Shem HaGedolim).",1
"He appears with a group of soldiers, <intoxicated> and boasting of his prowess with the girls.",1
Under the Coates Law of Maturity the wine will continue to be <intoxicated> at an optimal maturation for that drinker until it has reached 20 years of age at which time those positive traits that the drinker perceives will start to fade.,1
"The band recorded the album at Wisseloord Studios in Hilversum, Netherlands, in an attempt to isolate themselves from distractions, but they were still able to keep themselves <intoxicated> during the recording sessions.",1
"Coffee is the national beverage, while tea is <intoxicated> for hospitality.",1
"He received awards for his Die betrunkene Sonne (The <intoxicated> sun) for speaker and orchestra, a melodrama for children on a text by Sarah Kirsch, and for Kindermesse (Children's Mass), written in memory of the children murdered by the Nazis.",1
"Though he initially tries to live a normal life, Iori keeps getting pulled into the ""Peek a Boo"" Diving Club's activities that often end with him <intoxicated> and naked.",1
Hungarian Grey cattle are <slim> and tall.,1
"The <slim> coronal stops /tʲ, dʲ/ may be realized as alveolo-palatal affricates in a number of dialects, including Tourmakeady, Erris, and Teelin.",1
"Perfectly proportioned, it is composed of <slim> Tuscan columns, a Doric entablature modeled after the ancient Theater of Marcellus, and a dome.",1
"After the collapse of the United Front ministry led by Gujral, BJP and its allies won a <slim> majority in the 1998 general elections.",1
The <slim> proportions of the bone and more elongated ridges about the proximal end distinguish the species from the Amazon parrots.,1
The long legs and <slim> build would also have made Pakasuchus more agile.,1
"In the end Fox was re-elected by a very <slim> margin, but legal challenges (encouraged, to an extent, by Pitt and the King) prevented a final declaration of the result for over a year.",1
"The contrast between broad and <slim> consonants is crucial in Irish, because the meaning of a word can change if a broad consonant is substituted for a slender consonant or vice versa.",1
"Doug was a small, <slim> player, weighing only 145 lbs at the peak of his career, but he was an exceptionally fast skater and his father taught him to use his speed to avoid larger opponents.",1
"The fossa appears as a diminutive form of a large felid, such as a cougar, but with a <slim> body and muscular limbs, and a tail nearly as long as the rest of the body.",1
"The <slim> dorsal stops /c, ɟ, ɲ/ may be articulated as true palatals or as palatovelars .",1
They end up tillering much more than normal and this results in leaves that are more <slim> and much weaker.,1
"Similarly to Eoraptor and basal sauropodomorphs, the front teeth are <slim> and straight, while the teeth in the sides of the jaw are curved backwards like those of predatory theropods, although none of these teeth are serrated.",1
"It is very similar to the more western forms of the widespread American crow (Corvus brachyrhynchos), but it averages slightly smaller (33–41 cm in length) with proportionately smaller feet and a slightly more <slim> bill.",1
"Because vowels behave differently before broad sonorants than before <slim> ones in many cases, and because there is generally no lengthening (except by analogy) when the sonorants are followed by a vowel, there is a variety of vowel alternations between different related word-forms.",1
"Between a broad and a <slim> consonant, it is a more open : scoil ('school'), deoch ('drink').",1
"The teeth of Ianthodon have wide bases but <slim> crowns, unusual among contemporary amniotes and indicating that Ianthodon occupied a different trophic niche from the bulbous-crowned Haptodus to which it was closely related.",1
"For example, the only difference in pronunciation between the words bó ('cow') and beo ('alive') is that bó is pronounced with a broad b sound, while beo is pronounced with a <slim> b sound.",1
"Although originally described as a separate species by Thomas (1928), it was often been considered a subspecies of the <slim> mongoose.",1
"A <slim> horse (Equus mosbachensis tautavelensis) seems to have been the main prey during the Tautavel man's days (level G), with bison (Bison priscus) also found in large numbers at the same time.",1
"The gang was formed in the 1976 to protect the immigrant Samoan community from established African American and Hispanic gangs in the <underdeveloped> suburbs of Long Beach, California.",1
"Also that year, on 3 February 1684, the school for daughters of <underdeveloped> noble families was moved to Noisy-le-Roi, with help from the king, who offered the Château de Noisy, acquiring it and fitting it out to house more than 180 'pensionnaires'.",1
"On November 25, 2005, Gamasutra reported that Stainless Steel Studios quietly ceased operations and <lay off> its employees.",1
"By April 1945, nine different fields (Serial B1, part 1 to 4, Serial B2, part 1 to 4, and Serial B3, part 1), comprising 900 Mk XVII/XVII(8) mines were <lay off> Lizard Head.",1
"Additionally, it announced that it had entered into discussions with various parties interested in buying the well.com domain name, and that the remaining WELL staff had been <lay off> at the end of May.",1
"More than 2,000 employees were <lay off> to go and find work in other areas.",1
"In December 2000, due the cancellation of a project titled Hammer's Slammers, Atomic Games <lay off> its entire staff, only keeping three executives.",1
"In October 2010, Disney Interactive Studios announced that Armada of the Damned's development team would be <lay off> as part of a restructuring program.",1
"His family was a distinguished but <disadvantaged> family descended from a former aristocrat family of Izet-bey Jahić from Belgrade who moved to the Bosnia Vilayet in 1861, following the withdrawal of the last Ottoman troops from Serbia.",1
"During the 60s, Imam Haron became more active and began travelling abroad to raise funds for <disadvantaged> families back home.",1
"She was a Roman Catholic religious sister who worked as an advocate for the <disadvantaged> elderly, founding a new religious congregation for this purpose, the Carmelite Sisters for the Aged and Infirm.",1
"In the 17th century, many <disadvantaged> noblemen and Jesuit priests, as well as black and Amerindian slaves, settled there.",1
"In Germany, a network of organisers was established, and these volunteers worked around the clock to make priority lists of those most in peril: teenagers who were in concentration camps or in danger of arrest, Polish children or teenagers threatened with deportation, children in Jewish orphanages, children whose parents were too <disadvantaged> to keep them, or children with a parent in a concentration camp.",1
"She has since become devoted to uplifting the lives of vulnerable population in Rwanda, particularly those of widows, orphans and <disadvantaged> families.",1
"As a result, in 1284 Balsham transferred the scholars to the present site with the purchase of two houses just outside the then Trumpington Gate to accommodate a Master and fourteen ""worthy but <disadvantaged> Fellows"".",1
"The work, together with correspondence about it , shows that Leopold knew exactly what he wanted to do, that he had strong opinions on how pupils should be taught to play the violin, that he had thought out how to present his material in the clearest possible way, that he wanted even <disadvantaged> pupils to be able to afford his book, and that he was prepared to put in all the necessary work to get the details just right.""",1
"The greater frequency of great fires in Edo compared to other cities came from various reasons, which included a dense urban layout housing a large population, existence of an <disadvantaged> social class, and Edo's unique meteorological conditions.",1
"The idea of greater independence and social justice for <disadvantaged> peasants had certainly not permanently disappeared, however.",1
"She is the chief ambassador and spokesperson for the Life Project for Africa, a non-profit organization that aims to save lives and benefit the <disadvantaged> in Africa through services that promote health, provide education, address poverty, and provide shelter to the homeless.",1
"According to Rena Robey of Art Times, ""The early feminists began to leave the home to participate in clubs as moral and cultural guardians, focused on cleaning up cities and helping African Americans, <disadvantaged> women, working children, immigrants, and other previously ignored groups.""",1
"In 2008, it was revealed that Bajramović was living <disadvantaged> in Niš with serious health complications and was no longer able to walk.",1
"The <disadvantaged> family is now evicted from their home, as Durbeyfield held only a life lease on their cottage.",1
ASIC is strongly <disadvantaged> in comparison with its contemporary BASICs.,1
"In 1842 Jamsetjee Jejeebhoy established the Parsi Benevolent Fund with the aim of improving, through education, the condition of the <disadvantaged> Parsis still living in Surat and its environs.",1
"In this position, she cared mainly for <disadvantaged> patients, especially prostitutes who suffered from venereal diseases.",1
The ancient trade city of Phlan has fallen into <disadvantaged> ruin.,1
"These clinics provide free eye surgeries for approximately 300 <disadvantaged> men, women, and children.",1
"Some have interpreted this to mean that Quinn was resolving to let starving people in <disadvantaged> nations continue starving, which he repeatedly refuted.",1
"They are also sometimes known to historians as the Meiji oligarchy, although not all of the Meiji <wealthy> were genrō.",1
"On the deteriorating relationship between Europe and Russia during the 2014 Crimean crisis, she argued that ""the reliance on a functioning business relationship with Europe is much, much bigger in Russia"" and that sanctions should prod the <wealthy> and Russian business.",1
"Leading members in the conservative opposition, including Tani, believed that the ""nation"" is composed of a mystical union between Emperor and people, and therefore the government should rest neither with the <wealthy> nor with the political parties.",1
"Whatever their true intentions, the <wealthy> embarked on another slow and deliberate process to abolish the samurai class.",1
"According to historian Andrew Wilson, during this period the party was more of a sanctuary for <wealthy> than a Green Party because businessman dominated the party's election list.",1
The <wealthy> continue to accrete until planetesimals are exhausted in the disk around them.,1
"In the 1940s, the liberal party turned towards socialism under the influence of the charismatic lawyer Jorge Eliécer Gaitán, despite the antipathy it provoked among <wealthy> party members and liberal leaders.",1
This allows smaller <wealthy> to catch up to larger ones.,1
The remaining Meiji <wealthy> called for a meeting in Osaka in early 1873 in an attempt to reconcile differences and to persuade Itagaki and Kido to return to the government.,1
The <wealthy> also endeavored to abolish the four divisions of society.,1
"The <wealthy> are kept at the distance of about 10·Hr (Hr=a(1-e)(M/3Ms)1/3 is the Hill radius, where a is the semimajor axis, e is the orbital eccentricity, and Ms is the mass of the central star) from each other by the influence of the remaining planetesimals.",1
Prince Taka came of age at a time when the Meiji <wealthy> deemed to politically expedient to sever the historical links between Buddhism and the imperial house; use the emperor and imperial family as symbols of national unity by having them serve in the military; and increase the size of the imperial family by allowing new princely houses to branch out from the Fushimi-no-miya.,1
The <wealthy> also embarked on a series of land reforms.,1
Aristotle favoured conciliatory politics dominated by the centre rather than the extremes of great wealth and poverty or the special interests of <wealthy> and tyrants.,1
"If the warnings were not heeded local farm workers would gather, often in groups of 200–400, and would threaten the local <wealthy> with dire consequences if their demands were not met.",1
No body other than the <wealthy> can grow.,1
"With each samurai being paid fixed stipends, their upkeep presented a tremendous financial burden, which may have prompted the <wealthy> to action.",1
Local <wealthy> had vied among themselves for centuries over power.,1
"However, the stunning victory of Prussia and the other members of the North German Confederation in the 1870/71 Franco-Prussian War convinced the Meiji <wealthy> of the superiority of the Prussian military model and in February 1872, Yamagata Aritomo and Oyama Iwao proposed that the Japanese military be remodeled along Prussian lines.",1
"Because the Republic's ruling <wealthy> were normally prominent in Bank politics, it is often difficult to determine where the Bank's influence ended and the Republic's began.",1
"When he kills a <custodian> named Otis on Luthor's orders, Luthor is pleased and decides to use the imperfect clone in his plan to take the Syndicate down.",1
"The dead included an unarmed <custodian> at the entrance of the school, then a teacher and five students.",1
"In March 2003, he began working as a <custodian> at Madrid–Barajas Airport.",1
"Since then, Mack has played the part of Graham, the <custodian> in the original radio version of The Mighty Boosh, and also has his own radio show on BBC Radio 2 called The Lee Mack Show, which features varying celebrities co-hosting the show.",1
"Abelardo Flores: The school's <custodian> and handyman, also a good friend to Isa and Alex.",1
"Francis ""Uncle Frank"" Potenza, Kimmel's real-life uncle, served as a <custodian> for the show, and appeared regularly in bits on-camera with Kimmel and other employees of the show.",1
"Veatrice Rice was another parking lot <custodian> who had several of her own segments on the show until her death from cancer on January 21, 2009.",1
"In addition to her lover Lucille (Tika Sumpter), Bessie begins a tumultuous relationship with Jack Gee (Michael K. Williams), a <custodian> who later becomes her husband and manager.",1
"Again, he wakes in the ward, but the <custodian> - a manifestation of his Darkling - explains that the asylum is a trap for Jackie to keep him alive and away from Jenny.",1
"Not trusting the Sifar (Italian secret service), even though it was full of his loyal supporters, Mattei constituted a sort of personal <custodian> made of former partisans, ENI staff by whom he felt protected.",1
"In late June, Anselmo was charged with assault following an altercation with a <custodian> when fans were prevented from getting on stage.",1
"At the age of 20, he became a <custodian> of Huaide County.",1
"Later, while visiting his high school to reminisce, an encounter with a mysterious <custodian> (Brian Doyle-Murray) transforms Mike back into his 17-year-old self.",1
"He went to the University, hacked into its servers to download the exam questions, but he was caught by a <custodian> and arrested.",1
"Quinn (Katie Lowes) starts to hang out with Charlie, who sets her up to kill a <custodian> who was an eye-witness to the Federal Marshal's removal of the passenger.",1
"Upon completing his national service, he worked in various professions including a warehouse worker, <custodian> and furniture salesman.",1
"After numerous unsuccessful attempts to get a job working for the local paper, the Bugle, he becomes so desperate that he ends up taking a job as a <custodian> for the wealthy and ruthless businessman U.S. Bates, who owns the paper, a department store and many other businesses.",1
"Originally a menial slacker, Rudolph ""Rudy"" Jones was transformed into the Parasite while working as a <custodian> at a Pittsburgh S.T.A.R. Labs facility.",1
The book narrates the final hours in the lives of the bomber and her victims – a seventeen-year-old girl from Jerusalem and the <custodian> whose intervention saved the lives of the rest of the people at the busy market on that Passover Eve.,1
"Thinking that it is a bomb, a <custodian> chases him down only to open his bag and find a Flava Flav style clock necklace.",1
"Rafting has since been the most accepted explanation for the lemur colonization of Madagascar, but until recently this trip was thought to be very unlikely because strong ocean currents <pass away> from the island.",0
"Except for the Aleutian Islands and a narrow strip of land extending along the southern coast the country would be not worth taking as a gift… Unless gold were found in the country much time would <pass away> before it would be blessed with Hoe printing presses, Methodist chapels and a metropolitan police.",0
"The duration of an eruption affects the interval that will <pass away> before the next eruption, so that if the duration of an eruption is recorded, the time of the following eruption can be predicted to a precision of about two hours.",0
"Rutherford noticed that the compounds of thorium continuously emit a radioactive gas that retains the radioactive powers for several minutes, and called this gas 'emanation' (from Latin emanare—to <pass away> and emanatio—expiration), and later Thorium Emanation (Th Em).",0
"In this subsection ""time of war"" includes a time when there is taking place an armed conflict in which the State is not a participant but in respect of which each of the Houses of the Oireachtas shall have resolved that, arising out of such armed conflict, a national emergency exists affecting the vital interests of the State and ""time of war or armed rebellion"" includes such time after the termination of any war, or of any such armed conflict as aforesaid, or of an armed rebellion, as may <pass away> until each of the Houses of the Oireachtas shall have resolved that the national emergency occasioned by such war, armed conflict, or armed rebellion has ceased to exist.",0
"A waiting period of 48 hours had to <pass away> before a ""teenager"" could be considered missing.",0
"Ascertaining this fact, through negligence I have now permitted a much longer time to <pass away> than I designed, or than my professional friends with whom I consulted advised; but as no account has been published, (so far as I have been able to ascertain), of the inhalation of ether being used to prevent pain in surgical operations as early as March, 1842.",0
"Foreign <weed> grew over the untended courtyard, and stones had fallen from the sacred altar of Taputapu-atea.",0
Many noxious <weed> have come to new regions and countries through contaminated shipments of feed and crop seeds or intentional introductions such as ornamental plants for horticultural use.,0
"In 1940, he showed that ""Growth substances applied appropriately would kill certain broad-leaved <weed> in cereals without harming the crops.""",0
Their work also threw light on the significance of crop <weed> such as darnel in King Lear.,0
"In 1135 the famous general Yue Fei (1103–1142) ambushed a force of rebels under Yang Yao, entangling their paddle wheel craft by filling a lake with floating <weed> and rotting logs, thus allowing them to board their ships and gain a strategic victory.",0
"He wrote to the archbishop, congratulating him on having ""plucked away the <weed> from his bishopric and ridden it of Jews,"" though like Pfefferkorn, he tried to persuade Christians that mistreating Jews would not aid in their conversion.",0
"Calixta, who is also a healer, helps her put poisonous <weed> in María's water.",0
He was arrested and put under guard by the plotters and said that he was not willing to take part in a coup as he was just a soldier interested only in going home and pulling <weed> in his garden.,0
"When they settled there in 1991, it was covered with <weed> and infested with birds and snakes.",0
Many solanaceas are important <weed> in various parts of the world.,0
"Some species of <weed> such as, Solanum mauritianum in South Africa represent such serious ecological and economic problems that studies are being carried out with the objective of developing a biological control through the use of insects.",0
"The slower pace of rotation—compared with annual crops—could allow a greater buildup of pathogens, pests or <weed> in the perennial phase of the rotation.",0
"These <weed> are, typically, agricultural pests, though many also have impacts on natural areas.",0
"Noxious <weed> are a large problem in many parts of the world, greatly affecting areas of agriculture, forest management, nature reserves, parks and other open space.",0
Templeman and Foster were searching for compounds with similar or greater selective activity than 1-naphthaleneacetic acid in inhibiting the growth of <weed> while not adversely affecting the growth of cereal grains.,0
"Organic farmers integrate cultural, biological, mechanical, physical and chemical tactics to manage <weed> without synthetic herbicides.",0
"As well as the non-grain part of harvested corn, the stover can also contain other <weed> and grasses.",0
"By October 2007 all that was left was ""an empty lot dotted with <weed> and crushed bricks"".",0
"If this is the case, it could feed on perennial <weed> that are infected to acquire AYP.",0
"In collaboration with Russell Hynes, Wes Taylor, Frances Leggett, and Claudia Sheedy at Agriculture and Agri-Food Canada, Bailey recently developed a patented bioherbicide to control broadleaved <weed> in turfgrass.",0
"After Whetstone had left, Benbow took his squadron and sailed for Cartagena, <expecting> that either he or Whetstone would find Du Casse and bring him to battle.",0
"He then changed the name of the Algoma Central Railway to The Algoma Central and Hudson Bay Railway Company, <expecting> a connection either to Moose Factory on James Bay or to some point on Hudson Bay.",0
"Well before this date, Cornelius Bushnell had commissioned a design for an armored sloop from naval architect Samuel H. Pook in June for $1,500 <expecting> an order from the Union Navy to counter the Confederate ironclad already known to be building.",0
"The Soviet Union, <expecting> a communist victory in the Italian polls, initially supported returning Eritrea to Italy under trusteeship or as a colony.",0
"His father, not understanding the ideas of his son and perhaps <expecting> problems from the Tsarist police, burned the work.",0
"In 1792, <expecting> this inevitability, the landowner Lord Braybrooke built a new 'high light' in a different position.",0
"Frederica Charlotte had been chosen upon the wish of Frederick the Great, who allowed George III to read a letter from Frederica Charlotte displaying her gentle and affectionate nature, successfully <expecting> that this would touch George III and make him inquire for her to marry his son.",0
"Around June/July several hints were given to the possible Epik High comeback in the second half on the year such as the YG Entertainment Stock Report, a tweet from a fashion Designer which said that they're making the costumes for Epik High's comeback under YG, and a tweet from Jerry K to Tablo that said he is <expecting> the new Epik High album.",0
"Other Memphis blues musicians involved with Sun Records included Joe Hill Louis, Willie Johnson and Pat Hare who introduced electric guitar techniques such as distorted and power chords, <expecting> elements of heavy metal music.",0
"In some ways <expecting> C-SPAN, which would first be broadcast in 1979, Ecotopia mentions that the daily life of the legislature and some of that of the judicial courts is televised in Ecotopia.",0
We have reached the third degree where we devote our intelligences to <expecting> what average opinion expects the average opinion to be.,0
"The Texans finished the season 5-5, winning the Western Division, but due to Kramer not <expecting> a playoff home game, the Texans did not have the money in their budget to host a game and were forced to travel.",0
"Undaunted, Nakajima continued development, <expecting> test flights by December 1945.",0
"Diamond Dogs' raw guitar style and visions of urban chaos, scavenging children and nihilistic lovers (""We'll buy some drugs and watch a band / Then jump in a river holding hands"") have been credited with <expecting> the punk revolution that would take place in the following years.",0
"Fear of the corrosive effects of antifoundationalism was widespread in the late twentieth century, <expecting> such things as a cultural meltdown and moral anarchy, or (at the least) a loss of the necessary critical distance to allow for leverage against the status quo.",0
"It also contains important ideas such as the idea that acceleration is connected with non-uniform motion, using three rectangular coordinates to define a point in 3-space, and ideas that some see as <expecting> the introduction of polar coordinates.""",0
"However, William Laird McKinley and others left on the ship suspected that he left deliberately, <expecting> that the ship would be carried off by moving ice, as indeed happened.",0
"Development on an immense scale occurred during this period, <expecting> similar advancements in European countries.",0
"Ferruccio Busoni has been seen as <expecting> some Futurist ideas, though he remained wedded to tradition.",0
"The departure of the expedition was troubled; the impending outbreak of the First World War prompted some members including Worsley, <expecting> a call up to the RNR, to propose a postponement of the voyage.",0
"Although there is no official rule against a player obtaining a replacement cap from Cricket Australia, this almost never occurs, and the increasingly <aging> state of an aging baggy green cap is a de facto symbol of seniority amongst the players in the team.",0
"Lieutenant Louis Coulon de Villiers was sent to the <aging> Fort Miamis and given authority to commandeer French voyageurs to construct a new fort, which was finished in 1752.",0
"With such <aging> defenses, José Paranhos Jr., the Baron of Rio Branco and Foreign Minister of Brazil, stated ""In such conditions, you ... understand how upset I am and all the worries I have.",0
"Within three months, over half of the MTS facilities had been closed, and kolkhozes were being required to buy the equipment, with no discount given for older or <aging> machines.",0
"There was a strong contrast between the large, opulent houses of the upper classes and the small, <aging> houses of the poor.",0
"Highly indebted, Hans sold the <aging> property to Margareta von Ascheberg, who along with her husband previously lent money to Walkendorff.",0
"The Cliffords preferred their properties in Yorkshire to their <aging> castles in Westmorland, which had been ravaged by wars with Scotland.",0
"By 1985 although the High Light tower was disused and <aging> and had lost its gallery, it was given grade II listed building status.",0
"As of August 2008, parts of the building are leased as office space, while the main residential block is abandoned and gutted inside; the current owner, Moscow Institute of Steel and Alloys, plans to rehabilitate the <aging> structure into a modern campus.",0
"However, its oval shaped summit was flat and open, and its 70-year-old defences, including an old fort built by the Swedish king Gustavus Adolphus during the Thirty Years' War, were neglected and in a <aging> state.",0
Her passion for theater lead her to establish the Paul Robeson Theater from a <aging> church.,0
Bodysnatchers was recorded in one live take at a <aging> mansion.,0
"He spent more than two years living in a tiny, <aging> hut.",0
"By the 15th century, Bath's abbey church was badly <aging> and in need of repairs.",0
"Correcting Maggie's misguided impression that Lucas lives in the large luxurious house where she has seen him several times, Rina shows them that Lucas lives in a <aging> trailer in a junkyard with his alcoholic father and only works as a gardener at the large house.",0
"While on duty, Merchant Mariner Tom Wingfield recalls his life in a <aging> St. Louis apartment with his delusional mother Amanda and crippled younger sister Laura, and their story unfolds via flashback.",0
"In 1794, a record of the <aging> state of the castle noted that ""much of the interior walls have lately been removed, also, for the purposes of building houses for the adjoining farmhold"".",0
"When German president Johannes Rau visited Nanjing University in 2003, he expressed concern about the <aging> condition of John Rabe’s former residence.",0
Architect Anthony Salvin rebuilt the <aging> keep from the original plans.,0
"After the death of her husband, she devoted herself to relieving the wants of the <troubled> and the education of her children, Ammonius and Heliodorus.",0
"It is said that over the course of the day, Harada grew increasingly <troubled> as he realized the extent to which his answers clashed with those of Aki Muneshige.",0
Ilyin was said to have been resentful of his forced conscription and <troubled> by the Soviet invasion of Czechoslovakia.,0
Vanbrugh was deeply <troubled> by the turn of events.,0
"Investor George Soros opposed the original Paulson plan: ""Mr Paulson's proposal to purchase <troubled> mortgage-related securities poses a classic problem of asymmetric information.",0
"When Biancabella returned to the house, she was <troubled> so her mother asked her what made her so sad.",0
"During the Highland Potato Famine – nearly as disastrous as the Irish Potato Famine – he conducted a special inquiry into the condition of the western Scottish Highlands and Western Isles, during which he personally inspected twenty-seven of the most <troubled> parishes.",0
She finds him boring and would be <troubled> if he won her contract.,0
"For example, four-year-olds are not <troubled> by separation if they and their caregiver have already negotiated a shared plan for the separation and reunion.",0
"It immediately moves to the scene where Narendranath sees his father Vishwanath Datta is donating money, clothes, food to poor and <troubled> people.",0
Joacim is <troubled> to be informed of this by letter and returns home.,0
"In The New 52, the 2011 relaunch and retcon of DC Comics' entire superhero line, a greatly disillusioned Aquaman, <troubled> by the rejection faced from his fellow Atlanteans and his poor standing as a superhero, often ridiculed because of his shortcomings and less than glamorous superpowers, decides to return to Amnesty Bay.",0
"24 But the boat was now in the midst of the sea, <troubled> by the waves; for the wind was contrary.",0
"In 1965, Oberstar helped create the Economic Development Administration, the only federal agency devoted to the creation and retention of jobs in economically <troubled> American communities.",0
"Beuchat in particular was in a <troubled> state, nearly delirious and in the throes of hypothermia.",0
"The White Paper on Defence published in February 1937 revealed that steps had been taken to reduce the risk of air attack delivering a knockout blow on sources of essential supplies, even at the cost of some duplication, by building new satellite plants which would also draw labour from congested as well as <troubled> areas.",0
"George III was <troubled> at having to appoint ministers not of his liking, but the Portland ministry quickly built up a majority in the House of Commons, and could not be displaced easily.",0
"Upon seeing this and trusting her <troubled> husband, Georgiana drinks the concocted potion and promptly falls asleep.",0
"The destruction of such large passages of Queen Victoria's diaries <troubled> Beatrice's nephew, King George V, and his wife Queen Mary, who were powerless to intervene.",0
"Jake, who is still very much <troubled> by Adam's death, only agrees to show up after a female Hellworld player with whom he has struck up an online friendship asks him to attend so they can meet.",0
"Two years later Artexte <let go of> its bookstore operations, which were passed on to Librairie Olivieri in September 1995, under a partnership agreement respecting the initial objectives of Artexte's mandate.",0
Reverend Jeremiah Cloutier helps Schillinger <let go of> his previous unhappiness and to focus on the birth of his grandchild.,0
"Uhm then played the mother of a sexually assaulted child in Hope; she said it was the first movie where she <let go of> everything, calling it one of her best works.",0
"In regards to tonic grasping, the more the patient tried to <let go of> the object, the more the grip of the object tightened.",0
"When they <let go of> him, Kellerman tells the group that he recognizes Sara's key as being from a private cigar club in Chicago, Illinois.",0
"After Rick decides to <let go of> a captive Dwight, Rick tells Paul to follow him and see what they are up against, but to tell no one of their plans.",0
"I <let go of> all those things which seemed so ordinary, but when you put them together they make up a life, a life that really was one-of-a-kind.",0
"At the same moment the boy starts to cry, Sarah opens her eyes, showing that David has <let go of> her.",0
"The text of the hymn begins, as in the former work, with an idea close to the gospel: the Christian does not want to <let go of> Jesus, as his parents had wished not to lose their 12-year-old boy, but then the chorale pursues the thought of being united with Jesus after death.",0
"Gordie, despite being extremely ill, is fun-loving and encourages his grandchildren, particularly Lottie, to <let go of> their troubles and enjoy life.",0
"Caramon seems to be the only one of the companions who is emotionally stuck, unwilling to <let go of> his brother or to accept Raistlin's capacity for evil.",0
It's hard to <let go of> something you care about so much.,0
"Following her PhD on Emerson's prosody, Olds <let go of> an attachment to what she thought she 'knew about' poetic convention.",0
Voltaire's position that France should <let go of> its North American colonies was in accord with his position about the war in general.,0
"Three attempts to advance were checked by Forrest's men, on various roads, and on July 12 both columns <disabled> toward Tupelo.",0
Water fit for drinking was available at all hours except during the last two months when it was <disabled> for part of the day.,0
"Heydrich also made a number of ""inspection tours"", although the microphones were <disabled> on those occasions.",0
"A suitable cogeneration system needs: to have a demand of electricity and/or heat in the region of 500 MWe–1.5 GWt; to meet a significant market demand; to have access to adequate input to process; to be flexible: cogeneration might operate at full load during the night when the request of electricity is low, and be <disabled> during the daytime.",0
"When a stream is encoded, the filter strength can be selected, or the filter can be <disabled> entirely.",0
"Water was <disabled> in 2008 and it was closed again from July 2017 for further restoration work undertaken by Lost Art of Wigan on behalf of The Ross Development Trust, costing 1.9 million pounds.",0
Buyers were <disabled> by its having a higher price tag than the standard models (which rose rapidly each year during the inflation-plagued late '70s).,0
